Review Text,Sentiment,Feedback,Review Date,Hospital Name,Department,Reviewer Location,Reviewer Age Group,Rating
I had to wait for hours/a long time before being attended to.,Negative,0,2021-11-15,Greenwood Medical Center,Pediatrics,Houston,18-25,4
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve.,Negative,0,2021-07-02,Central Health Care,Pediatrics,Los Angeles,26-40,4
The facilities were outdated/poorly maintained/unsanitary.,Negative,0,2021-06-22,Greenwood Medical Center,Neurology,Houston,41-60,5
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1,2022-07-28,City Hospital,Neurology,New York,26-40,4
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0,2022-02-04,City Hospital,Cardiology,Phoenix,41-60,4
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1,2020-05-19,Central Health Care,Emergency,Chicago,41-60,4
I was impressed by the compassion/care/dedication of the staff.,Positive,1,2023-03-05,Greenwood Medical Center,Cardiology,Chicago,41-60,1
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2018-12-08,St. Mary's Clinic,Emergency,Houston,26-40,1
"The doctor did not take time to explain my condition, and I left feeling confused and uninformed about my treatment.",Negative,0,2018-07-17,Central Health Care,Pediatrics,Houston,26-40,2
The hospital has clean and modern facilities/excellent services.,Positive,1,2019-04-04,Greenwood Medical Center,Neurology,Houston,18-25,2
The nurses were kind/supportive/professional throughout my stay.,Positive,1,2021-02-18,City Hospital,Emergency,Phoenix,18-25,4
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1,2021-06-13,St. Mary's Clinic,Orthopedics,Chicago,18-25,5
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,Positive,1,2018-08-22,Greenwood Medical Center,Neurology,Chicago,18-25,5
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1,2019-10-18,City Hospital,Cardiology,New York,41-60,2
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1,2022-07-23,St. Mary's Clinic,Neurology,Phoenix,18-25,3
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1,2018-10-30,City Hospital,Emergency,Phoenix,26-40,2
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1,2021-06-27,Greenwood Medical Center,Emergency,New York,41-60,1
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1,2023-08-02,Central Health Care,Pediatrics,New York,41-60,2
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve.,Negative,0,2023-09-29,City Hospital,Emergency,Phoenix,26-40,3
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1,2021-06-24,Greenwood Medical Center,Emergency,New York,61+,5
"The doctors were highly experienced/skilled, and they answered all my questions with patience and professionalism.",Positive,1,2022-02-03,Greenwood Medical Center,Pediatrics,Los Angeles,18-25,3
"The doctor did not take time to explain my condition, and I left feeling confused and uninformed about my treatment.",Negative,0,2022-06-12,St. Mary's Clinic,Pediatrics,Chicago,26-40,2
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0,2018-02-01,Central Health Care,Orthopedics,Phoenix,61+,2
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2022-01-18,St. Mary's Clinic,Neurology,Chicago,18-25,1
The nurses were kind/supportive/professional throughout my stay.,Positive,1,2022-02-04,Central Health Care,Pediatrics,Los Angeles,18-25,4
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1,2020-06-30,Central Health Care,Pediatrics,Houston,26-40,1
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1,2019-11-23,Central Health Care,Orthopedics,New York,26-40,1
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2023-06-02,St. Mary's Clinic,Emergency,Chicago,41-60,4
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1,2020-04-08,Greenwood Medical Center,Cardiology,Phoenix,26-40,4
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2022-08-20,St. Mary's Clinic,Pediatrics,Chicago,41-60,3
I am very satisfied with the care/service I received here.,Positive,1,2023-10-07,City Hospital,Emergency,Houston,41-60,3
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0,2023-07-13,Central Health Care,Pediatrics,Chicago,41-60,4
I was impressed by the compassion/care/dedication of the staff.,Positive,1,2018-08-30,City Hospital,Neurology,Los Angeles,18-25,3
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1,2023-07-31,St. Mary's Clinic,Cardiology,Los Angeles,26-40,5
The hospital has clean and modern facilities/excellent services.,Positive,1,2021-02-16,City Hospital,Neurology,Houston,26-40,3
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1,2018-10-13,Central Health Care,Neurology,Chicago,61+,5
I was frustrated by the unfriendly/apathetic attitude of the hospital staff. They were not attentive to my needs.,Negative,0,2023-08-20,Greenwood Medical Center,Orthopedics,Los Angeles,41-60,5
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0,2019-01-16,Central Health Care,Emergency,Los Angeles,61+,3
The facilities were outdated/poorly maintained/unsanitary.,Negative,0,2018-05-18,St. Mary's Clinic,Pediatrics,Houston,41-60,2
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2019-10-29,St. Mary's Clinic,Cardiology,Phoenix,26-40,5
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1,2023-05-02,St. Mary's Clinic,Emergency,Los Angeles,41-60,3
The hospital staff were rude/unprofessional/unhelpful.,Negative,0,2021-05-21,Central Health Care,Emergency,Los Angeles,18-25,2
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0,2020-03-16,Central Health Care,Neurology,Phoenix,41-60,4
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0,2022-10-11,City Hospital,Pediatrics,Los Angeles,26-40,3
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1,2023-05-21,St. Mary's Clinic,Orthopedics,New York,26-40,5
"My experience was disappointing. I had to wait several hours/over a day before seeing a doctor, and the wait was unbearable.",Negative,0,2023-04-21,Central Health Care,Orthopedics,Houston,18-25,1
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1,2022-05-04,Greenwood Medical Center,Emergency,Phoenix,61+,5
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,Positive,1,2019-02-06,City Hospital,Neurology,Chicago,41-60,3
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1,2019-01-11,St. Mary's Clinic,Pediatrics,Houston,41-60,2
The nurses were kind/supportive/professional throughout my stay.,Positive,1,2021-03-15,St. Mary's Clinic,Neurology,New York,18-25,1
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,0,2022-12-27,City Hospital,Cardiology,Los Angeles,18-25,5
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,Positive,1,2023-02-14,Central Health Care,Pediatrics,Houston,18-25,4
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1,2019-01-23,St. Mary's Clinic,Pediatrics,Los Angeles,61+,2
I had an amazing/wonderful/great experience at this hospital.,Positive,1,2021-06-25,City Hospital,Cardiology,New York,18-25,5
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0,2023-10-06,Greenwood Medical Center,Cardiology,Chicago,26-40,2
I had an amazing/wonderful/great experience at this hospital.,Positive,1,2020-06-08,St. Mary's Clinic,Emergency,Houston,41-60,3
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0,2021-05-29,Central Health Care,Cardiology,Houston,41-60,5
The staff was extremely helpful/very professional/polite and kind.,Positive,1,2022-08-20,City Hospital,Neurology,Los Angeles,41-60,5
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1,2022-07-21,Greenwood Medical Center,Emergency,Phoenix,61+,2
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0,2020-04-27,Central Health Care,Emergency,Chicago,61+,1
The staff was extremely helpful/very professional/polite and kind.,Positive,1,2022-02-24,City Hospital,Neurology,Chicago,26-40,3
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2022-05-19,St. Mary's Clinic,Neurology,New York,41-60,5
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0,2020-01-20,St. Mary's Clinic,Pediatrics,Phoenix,41-60,1
"My experience was disappointing. I had to wait several hours/over a day before seeing a doctor, and the wait was unbearable.",Negative,0,2022-12-29,Central Health Care,Orthopedics,Phoenix,41-60,2
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2019-10-13,City Hospital,Neurology,Los Angeles,18-25,2
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,0,2018-09-24,Greenwood Medical Center,Emergency,Houston,18-25,4
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve.,Negative,0,2020-05-28,City Hospital,Emergency,Houston,61+,1
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1,2022-12-06,City Hospital,Pediatrics,Los Angeles,26-40,3
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1,2019-03-10,Central Health Care,Orthopedics,Los Angeles,61+,4
The facilities were outdated/poorly maintained/unsanitary.,Negative,0,2020-06-05,Central Health Care,Cardiology,Phoenix,61+,1
The hospital staff were rude/unprofessional/unhelpful.,Negative,0,2020-04-29,Greenwood Medical Center,Cardiology,Phoenix,18-25,2
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1,2020-04-12,Central Health Care,Emergency,New York,18-25,4
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1,2020-07-28,Greenwood Medical Center,Cardiology,New York,61+,1
I had an amazing/wonderful/great experience at this hospital.,Positive,1,2023-12-07,Central Health Care,Emergency,New York,41-60,2
The nurses were kind/supportive/professional throughout my stay.,Positive,1,2020-02-25,St. Mary's Clinic,Pediatrics,Phoenix,61+,2
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0,2023-05-27,St. Mary's Clinic,Neurology,Houston,18-25,2
